  0.0000000e+000  4.3069412e-001 -1.5045950e-001 -2.3967167e+002
  1.0000000e-003  4.2216185e-001 -3.3964514e-001 -2.3887197e+002
  2.0000000e-003  4.3257728e-001 -9.2930529e-001 -2.3829137e+002
  3.0000000e-003  4.2515574e-001 -6.8750564e-001 -2.3690241e+002
  4.0000000e-003  4.5046857e-001 -7.8502214e-001 -2.3540914e+002
  5.0000000e-003  4.3682009e-001 -1.2546218e+000 -2.3446379e+002
  6.0000000e-003  4.5188365e-001 -9.4599509e-001 -2.3337027e+002
  7.0000000e-003  4.2935780e-001 -1.3389210e+000 -2.3213589e+002
  8.0000000e-003  4.3114151e-001 -1.9328906e+000 -2.2897678e+002
  9.0000000e-003  4.3568816e-001 -2.3714579e+000 -2.2710014e+002
  1.0000000e-002  4.4031201e-001 -2.1606116e+000 -2.2620534e+002
  1.1000000e-002  4.2001494e-001 -2.8918972e+000 -2.2324058e+002
  1.2000000e-002  4.0191991e-001 -2.9078645e+000 -2.2118185e+002
  1.3000000e-002  4.0350408e-001 -2.9396976e+000 -2.1848187e+002
  1.4000000e-002  3.9370204e-001 -2.8200024e+000 -2.1623581e+002
  1.5000000e-002  4.1761246e-001 -3.4403278e+000 -2.1398873e+002
  1.6000000e-002  4.1779234e-001 -3.7682530e+000 -2.1140921e+002
  1.7000000e-002  4.0389668e-001 -3.4455953e+000 -2.0939626e+002
  1.8000000e-002  4.1738191e-001 -4.0383449e+000 -2.0635672e+002
  1.9000000e-002  4.0497076e-001 -4.5915793e+000 -2.0302990e+002
  2.0000000e-002  3.8853763e-001 -4.5189133e+000 -2.0084160e+002
  2.1000000e-002  3.8008257e-001 -4.7527664e+000 -1.9690618e+002
  2.2000000e-002  3.6171117e-001 -5.2031611e+000 -1.9303172e+002
  2.3000000e-002  3.7563906e-001 -4.8574178e+000 -1.9029934e+002
  2.4000000e-002  3.5814235e-001 -5.5898488e+000 -1.8620668e+002
  2.5000000e-002  3.6656588e-001 -5.4348919e+000 -1.8334032e+002
  2.6000000e-002  3.7515167e-001 -5.3028361e+000 -1.7932561e+002
  2.7000000e-002  3.6610196e-001 -6.1283688e+000 -1.7495340e+002
  2.8000000e-002  3.5738144e-001 -6.3671947e+000 -1.7306664e+002
  2.9000000e-002  3.5154546e-001 -5.8354320e+000 -1.6759408e+002
  3.0000000e-002  3.4574985e-001 -6.7523083e+000 -1.6504641e+002
  3.1000000e-002  3.4192852e-001 -6.2501269e+000 -1.6119972e+002
  3.2000000e-002  3.1706329e-001 -6.1405001e+000 -1.5582521e+002
  3.3000000e-002  3.1259925e-001 -6.8113401e+000 -1.5189639e+002
  3.4000000e-002  3.0842039e-001 -6.7634743e+000 -1.4807117e+002
  3.5000000e-002  3.1587250e-001 -7.0462287e+000 -1.4395360e+002
  3.6000000e-002  3.0551295e-001 -7.7173255e+000 -1.3903044e+002
  3.7000000e-002  3.0523858e-001 -6.9595676e+000 -1.3430469e+002
  3.8000000e-002  2.9723427e-001 -7.7505442e+000 -1.3085708e+002
  3.9000000e-002  2.8002201e-001 -7.9892214e+000 -1.2475644e+002
  4.0000000e-002  2.6928800e-001 -7.3589327e+000 -1.2046289e+002
  4.1000000e-002  2.6382916e-001 -8.1710696e+000 -1.1574389e+002
  4.2000000e-002  2.4093033e-001 -7.7940133e+000 -1.1198287e+002
  4.3000000e-002  2.4102678e-001 -7.8373278e+000 -1.0566917e+002
  4.4000000e-002  2.2991357e-001 -8.6388451e+000 -1.0088157e+002
  4.5000000e-002  2.1520519e-001 -7.8015186e+000 -9.7165567e+001
  4.6000000e-002  2.0146512e-001 -8.4541291e+000 -9.3004188e+001
  4.7000000e-002  1.9929329e-001 -8.5574966e+000 -8.7176146e+001
  4.8000000e-002  2.1449913e-001 -8.5599107e+000 -8.2560052e+001
  4.9000000e-002  1.9549989e-001 -8.8352662e+000 -7.7954203e+001
  5.0000000e-002  1.9988181e-001 -8.9863758e+000 -7.2155732e+001
  5.1000000e-002  1.7064493e-001 -9.2439454e+000 -6.7441114e+001
  5.2000000e-002  1.5508337e-001 -8.4298626e+000 -6.2663550e+001
  5.3000000e-002  1.4398509e-001 -8.8592153e+000 -5.6341450e+001
  5.4000000e-002  1.3797118e-001 -8.9561605e+000 -5.1395708e+001
  5.5000000e-002  1.4300647e-001 -9.2981669e+000 -4.7741446e+001
  5.6000000e-002  1.4807709e-001 -9.0827221e+000 -4.1306252e+001
  5.7000000e-002  1.2348764e-001 -9.3844383e+000 -3.5792773e+001
  5.8000000e-002  1.0885385e-001 -8.7114429e+000 -3.2069464e+001
  5.9000000e-002  1.2124402e-001 -9.4383965e+000 -2.7181944e+001
  6.0000000e-002  9.8025610e-002 -9.4275822e+000 -2.2020836e+001
  6.1000000e-002  9.2711276e-002 -9.4075312e+000 -1.5376738e+001
  6.2000000e-002  6.0537360e-002 -9.0109099e+000 -1.0326956e+001
  6.3000000e-002  6.3122724e-002 -9.4315707e+000 -6.1486729e+000
  6.4000000e-002  5.4578073e-002 -8.9917730e+000 -1.0817841e+000
  6.5000000e-002  4.1179958e-002 -9.3583176e+000  3.9827784e+000
  6.6000000e-002  4.9206345e-002 -9.1895070e+000  1.0064150e+001
  6.7000000e-002  4.6314532e-002 -9.0236417e+000  1.4371043e+001
  6.8000000e-002  3.1382636e-002 -9.0405201e+000  1.8648004e+001
  6.9000000e-002  2.7193688e-002 -9.0260813e+000  2.3577117e+001
  7.0000000e-002 -1.5838678e-002 -9.1062557e+000  2.8741883e+001
  7.1000000e-002 -5.0685486e-003 -8.8279144e+000  3.3328867e+001
  7.2000000e-002 -2.4587338e-002 -9.5052970e+000  3.9393866e+001
  7.3000000e-002 -2.7926299e-002 -8.7627909e+000  4.4037193e+001
  7.4000000e-002 -4.5641534e-002 -8.8507472e+000  4.7897141e+001
  7.5000000e-002 -3.9003774e-002 -9.0750201e+000  5.4273905e+001
  7.6000000e-002 -5.3818861e-002 -8.9125957e+000  5.7307220e+001
  7.7000000e-002 -5.1797101e-002 -9.1091936e+000  6.2555283e+001
  7.8000000e-002 -6.8873371e-002 -8.9791159e+000  6.6595213e+001
  7.9000000e-002 -6.1009517e-002 -8.9455312e+000  7.1948672e+001
  8.0000000e-002 -1.0080786e-001 -8.4052924e+000  7.6042217e+001
  8.1000000e-002 -7.8415653e-002 -8.5046899e+000  8.0747494e+001
  8.2000000e-002 -9.8714100e-002 -8.5333176e+000  8.5755703e+001
  8.3000000e-002 -1.0129456e-001 -8.0739726e+000  8.9981673e+001
  8.4000000e-002 -1.3651881e-001 -8.6252164e+000  9.4484728e+001
  8.5000000e-002 -1.2469750e-001 -8.1363865e+000  9.7611885e+001
  8.6000000e-002 -1.2327480e-001 -7.5781924e+000  1.0203252e+002
  8.7000000e-002 -1.4666901e-001 -8.1570385e+000  1.0606863e+002
  8.8000000e-002 -1.7301612e-001 -8.1196502e+000  1.1067087e+002
  8.9000000e-002 -1.6166436e-001 -7.5626382e+000  1.1422451e+002
  9.0000000e-002 -1.6280506e-001 -8.1204404e+000  1.1792614e+002
  9.1000000e-002 -1.8450847e-001 -7.0321708e+000  1.2098586e+002
  9.2000000e-002 -1.9147052e-001 -6.9184727e+000  1.2629176e+002
  9.3000000e-002 -1.9236496e-001 -6.9370625e+000  1.2853512e+002
  9.4000000e-002 -1.9229166e-001 -6.8248771e+000  1.3210213e+002
  9.5000000e-002 -1.9455011e-001 -6.8249545e+000  1.3621951e+002
  9.6000000e-002 -1.9996416e-001 -6.9159311e+000  1.3913418e+002
  9.7000000e-002 -2.3321750e-001 -6.2598922e+000  1.4207099e+002
  9.8000000e-002 -2.0975730e-001 -6.9364647e+000  1.4501371e+002
  9.9000000e-002 -2.2616873e-001 -6.8791014e+000  1.4967447e+002
  1.0000000e-001 -2.5146830e-001 -5.9761505e+000  1.5223120e+002
  1.0100000e-001 -2.6306843e-001 -6.4013505e+000  1.5528229e+002
  1.0200000e-001 -2.6423716e-001 -6.1961923e+000  1.5759125e+002
  1.0300000e-001 -2.5212171e-001 -5.9224925e+000  1.5961418e+002
  1.0400000e-001 -2.7116885e-001 -5.1889000e+000  1.6378204e+002
  1.0500000e-001 -2.5058906e-001 -5.7809971e+000  1.6642363e+002
  1.0600000e-001 -2.8721879e-001 -5.2035254e+000  1.6820235e+002
  1.0700000e-001 -2.9257776e-001 -4.8366516e+000  1.6975639e+002
  1.0800000e-001 -3.0373732e-001 -4.5682594e+000  1.7321925e+002
  1.0900000e-001 -2.9963340e-001 -5.2536822e+000  1.7556286e+002
  1.1000000e-001 -2.7705272e-001 -4.2961361e+000  1.7714762e+002
  1.1100000e-001 -2.9436651e-001 -4.7587437e+000  1.7909024e+002
  1.1200000e-001 -2.9447937e-001 -3.8475166e+000  1.8118976e+002
  1.1300000e-001 -3.0708060e-001 -4.2683987e+000  1.8177684e+002
  1.1400000e-001 -2.9385378e-001 -4.0471884e+000  1.8366529e+002
  1.1500000e-001 -3.2296275e-001 -3.7822015e+000  1.8475417e+002
  1.1600000e-001 -2.9912235e-001 -3.2779424e+000  1.8621862e+002
  1.1700000e-001 -3.2469951e-001 -2.8410039e+000  1.8718562e+002
  1.1800000e-001 -3.2850630e-001 -3.0298454e+000  1.8983852e+002
  1.1900000e-001 -3.2893066e-001 -2.5338385e+000  1.9016081e+002
  1.2000000e-001 -3.4010402e-001 -3.1042186e+000  1.9066387e+002
  1.2100000e-001 -3.1795665e-001 -2.7137362e+000  1.9187426e+002
  1.2200000e-001 -3.4321240e-001 -2.4666118e+000  1.9346048e+002
  1.2300000e-001 -3.1938921e-001 -1.8177218e+000  1.9236702e+002
  1.2400000e-001 -3.2592383e-001 -1.7637832e+000  1.9433597e+002
  1.2500000e-001 -3.2388324e-001 -1.6361609e+000  1.9456697e+002
  1.2600000e-001 -3.6286038e-001 -1.7744723e+000  1.9531077e+002
  1.2700000e-001 -3.4946242e-001 -1.8998391e+000  1.9503477e+002
  1.2800000e-001 -3.5674683e-001 -1.2444292e+000  1.9478469e+002
  1.2900000e-001 -3.6223689e-001 -9.9474298e-001  1.9501812e+002
  1.3000000e-001 -3.5425749e-001 -9.0776041e-001  1.9511207e+002
  1.3100000e-001 -3.3853421e-001 -1.0996522e+000  1.9482946e+002
